OSLIC,DSLIC,VOL,SVC1,SVC2,DASH,SLIC1,SLIC2,SLIC3,SLIC4,SLIC5,SLIC6,SLIC7,SLIC8,SLIC9,SLIC10,SLIC11,SLIC12,SLIC13,SLIC14,SLIC15
7380,8930,1.503,4,3,-,7380,7319,7319,7319,8029,8029,8419,8930,8930,NA,NA,NA,NA,NA,NA
7380,8101,1.504,2,2,-,7380,7319,7319,7319,8029,8029,8101,8101,NA,NA,NA,NA,NA,NA,NA
7380,5390,1.451,3,3,-,7380,7319,7319,7319,6059,5390,5390,NA,NA,NA,NA,NA,NA,NA,NA
7380,5340,1.504,2,2,-,7380,7319,7319,7319,6059,5340,5340,NA,NA,NA,NA,NA,NA,NA,NA
7380,5130,2.661,2,2,-,7380,7319,7319,7319,6819,6819,5130,5130,NA,NA,NA,NA,NA,NA,NA
7380,6860,1.451,2,2,-,7380,7319,7319,7319,6819,6819,6860,6860,NA,NA,NA,NA,NA,NA,NA
7380,5870,1.451,3,3,-,7380,7319,7319,7319,5719,5719,5870,5870,NA,NA,NA,NA,NA,NA,NA
7380,8771,1.451,2,2,-,7380,7319,7319,7319,8719,8719,8771,8771,NA,NA,NA,NA,NA,NA,NA
7390,5740,1.451,3,3,-,7390,7319,5719,5719,5719,5740,5740,NA,NA,NA,NA,NA,NA,NA,NA
7390,2840,1.451,3,3,-,7390,7319,2749,2749,2840,2840,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,5590,1.503,3,3,-,7390,7319,6059,5590,5590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,2240,1.451,3,3,-,7390,7319,2409,2240,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,4460,1.451,3,3,-,7390,7319,4369,4369,4460,4460,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,8070,1.977,2,2,-,7390,7939,8719,8029,8070,8070,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,7780,1.451,2,2,-,7390,7939,7519,7519,7519,7780,7780,NA,NA,NA,NA,NA,NA,NA,NA
7390,8162,1.451,2,2,-,7390,7319,8029,8162,8162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,6850,1.451,2,2,-,7390,7319,6819,6819,6850,6850,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,2650,1.451,3,3,-,7390,7319,1569,2650,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,6200,1.872,2,2,-,7390,7319,6309,6309,6200,6200,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,7360,2.083,1,1,-,7390,7319,7360,7360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,8050,1.609,2,2,-,7390,7939,8719,8029,8050,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,7170,1.451,2,2,-,7390,7319,7229,7170,7170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,7560,1.503,2,2,-,7390,7939,7519,7519,7519,7560,7560,NA,NA,NA,NA,NA,NA,NA,NA
7390,6751,1.609,2,2,-,7390,7319,6629,6629,6751,6751,NA,NA,NA,NA,NA,NA,NA,NA,NA
7390,2620,1.609,3,3,-,7390,7319,1569,2620,2620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8602,1.714,3,3,-,7401,7319,8509,8509,8509,8602,8602,NA,NA,NA,NA,NA,NA,NA,NA
7401,5610,1.451,2,2,-,7401,7319,5719,5610,5610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6220,2.03,2,2,-,7401,7319,6309,6309,6220,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,7161,1.609,2,2,-,7401,7319,7229,7161,7161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,2721,1.609,3,3,-,7401,7319,2749,2749,2721,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,5920,1.504,3,3,-,7401,7319,8029,8029,5919,5920,5920,NA,NA,NA,NA,NA,NA,NA,NA
7401,9910,1.556,4,4,-,7401,7319,8459,8459,8459,9929,9910,9910,NA,NA,NA,NA,NA,NA,NA
7401,6280,1.556,2,2,-,7401,7319,6309,6309,6280,6280,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6390,1.609,2,2,-,7401,7319,6309,6309,6390,6390,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8270,1.819,3,3,-,7401,7319,8029,8029,8270,8270,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8802,1.451,2,2,-,7401,7319,8719,8802,8802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6370,1.609,2,2,-,7401,7319,6309,6309,6370,6370,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,7480,22.135,1,1,-,7401,7319,7480,7480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,2754,1.556,3,3,-,7401,7319,2749,2749,2754,2754,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,2632,1.661,3,3,-,7401,7319,1569,2632,2632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,4890,1.661,3,3,-,7401,7319,6059,4890,4890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,1790,1.556,4,4,-,7401,7319,1569,1569,1569,1790,1790,NA,NA,NA,NA,NA,NA,NA,NA
7401,5870,1.872,3,3,-,7401,7319,5719,5719,5870,5870,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,9223,1.556,4,4,-,7401,7319,9029,9029,9223,9223,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,7260,1.714,2,2,-,7401,7319,7229,7260,7260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6041,1.819,2,2,-,7401,7319,6059,6041,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8030,1.871,2,2,-,7401,7319,8029,8029,8030,8030,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,4560,1.714,3,3,-,7401,7319,4369,4369,4560,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,5580,1.977,3,3,-,7401,7319,6059,5580,5580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,9520,1.714,5,5,-,7401,7319,9489,9489,9520,9520,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,1471,1.451,3,3,-,7401,7319,6059,1429,1471,1471,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8380,1.556,4,4,-,7401,7319,8459,8459,8459,9929,8380,8380,NA,NA,NA,NA,NA,NA,NA
7401,8631,1.451,3,3,-,7401,7319,8509,8509,8509,8631,8631,NA,NA,NA,NA,NA,NA,NA,NA
7401,7380,5.398,1,1,-,7401,7319,7380,7380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,4550,1.504,3,3,-,7401,7319,4629,4629,4629,4550,4550,NA,NA,NA,NA,NA,NA,NA,NA
7401,2890,1.609,3,3,-,7401,7319,2749,2749,2890,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8600,1.609,3,3,-,7401,7319,8509,8509,8509,8600,8600,NA,NA,NA,NA,NA,NA,NA,NA
7401,9931,1.504,4,4,-,7401,7319,8459,8459,8459,9789,9789,9931,9931,NA,NA,NA,NA,NA,NA
7401,2941,2.767,3,3,-,7401,7319,2749,2941,2941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,4487,1.503,3,3,-,7401,7319,4369,4369,4487,4487,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,9771,1.451,4,3,-,7401,7319,8029,8379,9779,9771,9771,NA,NA,NA,NA,NA,NA,NA,NA
7401,8050,2.609,2,2,-,7401,7319,8029,8029,8050,8050,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,5591,1.556,3,3,-,7401,7319,6629,6629,5519,5519,5591,5591,NA,NA,NA,NA,NA,NA,NA
7401,8057,1.872,2,2,-,7401,7319,8029,8029,8057,8057,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6252,1.714,2,2,-,7401,7319,6309,6252,6252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6770,1.556,2,2,-,7401,7319,6629,6770,6770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6540,1.819,2,2,-,7401,7319,6629,6540,6540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6290,1.662,2,2,-,7401,7319,6309,6309,6290,6290,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,8800,1.556,2,2,-,7401,7319,8719,8719,8800,8800,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,6670,3.398,2,2,-,7401,7319,6629,6629,6670,6670,NA,NA,NA,NA,NA,NA,NA,NA,NA
7401,4535,1.609,3,3,-,7401,7319,4629,4629,4629,4535,4535,NA,NA,NA,NA,NA,NA,NA,NA
7401,5130,1.977,2,2,-,7401,7319,6819,6819,5130,5130,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6500,2.714,2,2,-,7430,7319,6629,6629,6500,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8383,1.609,4,4,-,7430,7319,8459,8459,8459,9929,8383,8383,NA,NA,NA,NA,NA,NA,NA
7430,6350,1.661,2,2,-,7430,7319,6309,6309,6350,6350,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8450,1.662,3,3,-,7430,7319,8029,8029,8419,8450,8450,NA,NA,NA,NA,NA,NA,NA,NA
7430,6530,1.819,2,2,-,7430,7319,6629,6629,6530,6530,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,9003,1.556,4,4,-,7430,7319,9029,9029,9003,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,7350,4.661,1,1,-,7430,7319,7350,7350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8320,1.766,3,3,-,7430,7319,8459,8459,8459,8320,8320,NA,NA,NA,NA,NA,NA,NA,NA
7430,9571,1.609,5,5,-,7430,7319,9489,9489,9489,9589,9571,9571,NA,NA,NA,NA,NA,NA,NA
7430,2650,1.609,3,3,-,7430,7319,1569,2650,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8740,1.503,2,2,-,7430,7319,8719,8719,8740,8740,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,5640,1.609,3,3,-,7430,7319,6629,6629,5519,5519,5640,5640,NA,NA,NA,NA,NA,NA,NA
7430,2394,1.556,3,3,-,7430,7319,2409,2409,2394,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6182,1.556,2,2,-,7430,7319,6059,6182,6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4724,1.714,3,3,-,7430,7319,4629,4629,4629,4724,4724,NA,NA,NA,NA,NA,NA,NA,NA
7430,4517,3.714,3,3,-,7430,7319,4369,4369,4517,4517,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6043,2.24,2,2,-,7430,7319,6059,6043,6043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4902,1.872,3,2,-,7430,7319,6059,4902,4902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,2721,2.24,3,3,-,7430,7319,2749,2749,2721,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6751,1.872,2,2,-,7430,7319,6629,6629,6751,6751,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,5590,1.661,3,3,-,7430,7319,6059,5590,5590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4810,2.03,3,3,-,7430,7319,4369,4369,4810,4810,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4405,1.977,3,3,-,7430,7319,4369,4369,4405,4405,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6600,2.608,2,2,-,7430,7319,6629,6629,6600,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,2751,1.503,3,3,-,7430,7319,2749,2749,2751,2751,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6850,3.187,2,2,-,7430,7319,6819,6819,6850,6850,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4675,1.451,3,3,-,7430,7319,4629,4629,4629,4675,4675,NA,NA,NA,NA,NA,NA,NA,NA
7430,4715,4.083,3,3,-,7430,7319,4629,4629,4629,4715,4715,NA,NA,NA,NA,NA,NA,NA,NA
7430,8110,1.556,2,2,-,7430,7319,8029,8110,8110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,1340,1.556,3,3,-,7430,7319,6059,1329,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8080,1.504,2,2,-,7430,7319,8029,8029,8080,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,9352,1.556,4,4,-,7430,7319,9029,9029,9352,9352,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,7620,2.503,2,2,-,7430,7319,7319,7620,7620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6300,1.661,2,2,-,7430,7319,6309,6309,6300,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6330,1.451,2,2,-,7430,7319,6309,6309,6330,6330,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,7460,2.608,1,1,-,7430,7319,7460,7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,9320,1.977,4,4,-,7430,7319,9029,9029,9320,9320,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,7051,1.451,2,2,-,7430,7319,7019,7051,7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,6220,2.188,2,2,-,7430,7319,6309,6309,6220,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8770,1.504,2,2,-,7430,7319,8719,8719,8770,8770,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,9351,1.503,4,4,-,7430,7319,9029,9029,9351,9351,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,4750,1.714,3,2,-,7430,7319,6309,6259,4750,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8331,1.503,3,3,-,7430,7319,8029,8029,8419,8331,8331,NA,NA,NA,NA,NA,NA,NA,NA
7430,9232,1.503,4,4,-,7430,7319,9029,9029,9232,9232,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,5431,1.767,3,3,-,7430,7319,6059,5431,5431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,8293,1.451,3,3,-,7430,7319,8459,8459,8459,8293,8293,NA,NA,NA,NA,NA,NA,NA,NA
7430,9330,1.925,4,4,-,7430,7319,9029,9029,9330,9330,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,4790,1.819,3,2,-,7440,7419,6059,4790,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6390,1.504,2,2,-,7440,7419,6309,6309,6390,6390,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5700,1.451,2,2,-,7440,7319,5719,5700,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7750,1.556,2,2,-,7440,7419,7709,7709,7750,7750,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6220,1.872,2,2,-,7440,7419,6309,6309,6220,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6360,1.819,2,2,-,7440,7419,6309,6309,6360,6360,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,9453,1.451,5,5,-,7440,7319,9489,9489,9453,9453,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,4570,1.451,3,3,-,7440,7319,4369,4369,4570,4570,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7460,2.924,1,1,-,7440,7319,7460,7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,8362,1.451,3,3,-,7440,7419,8029,8379,8362,8362,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5591,1.556,3,3,-,7440,7419,6629,6629,5519,5519,5591,5591,NA,NA,NA,NA,NA,NA,NA
7440,1471,1.451,3,3,-,7440,7419,6059,1429,1471,1471,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5990,1.451,3,3,-,7440,7419,8029,8029,5919,5990,5990,NA,NA,NA,NA,NA,NA,NA,NA
7440,5840,1.504,3,3,-,7440,7319,5719,5719,5719,5819,5840,5840,NA,NA,NA,NA,NA,NA,NA
7440,2650,1.504,3,3,-,7440,7319,1569,2650,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7290,7.871,1,1,-,7440,7319,7290,7290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7811,1.451,2,2,-,7440,7319,7829,7811,7811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6090,1.556,2,2,-,7440,7419,6059,6090,6090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,9390,1.609,5,5,-,7440,7319,9489,9489,9390,9390,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,1340,1.451,3,3,-,7440,7419,6059,1329,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5470,1.556,3,3,-,7440,7419,6059,6059,6059,5470,5470,NA,NA,NA,NA,NA,NA,NA,NA
7440,9911,1.556,4,4,-,7440,7319,8459,8459,8459,9929,9911,9911,NA,NA,NA,NA,NA,NA,NA
7440,4200,1.609,2,2,-,7440,7419,6309,6309,4200,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,2851,1.504,3,3,-,7440,7419,2749,2851,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5300,1.662,2,2,-,7440,7419,6059,5300,5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,9850,1.451,4,4,-,7440,7319,8459,8459,8459,9829,9850,9850,NA,NA,NA,NA,NA,NA,NA
7440,6193,1.503,2,2,-,7440,7419,6309,6193,6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,4624,1.503,3,3,-,7440,7419,6059,4624,4624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7350,3.556,1,1,-,7440,7319,7350,7350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,2580,1.608,3,3,-,7440,7319,2409,2409,2580,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,2950,1.504,3,3,-,7440,7419,2749,2749,2950,2950,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,5050,1.609,2,2,-,7440,7319,6819,6819,5050,5050,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,7340,3.503,1,1,-,7440,7319,7340,7340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,2600,1.451,3,3,-,7440,7319,1569,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6510,2.609,2,2,-,7440,7419,6629,6629,6510,6510,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,8750,1.977,2,2,-,7440,7319,8719,8719,8750,8750,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,9310,1.714,4,4,-,7440,7319,9029,9029,9310,9310,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,9340,1.504,4,4,-,7440,7319,9029,9029,9340,9340,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,4695,1.451,3,3,-,7440,7319,4629,4629,4629,4695,4695,NA,NA,NA,NA,NA,NA,NA,NA
7440,2890,1.714,3,3,-,7440,7419,2749,2749,2890,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6160,2.608,2,2,-,7440,7419,6059,6160,6160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7440,6870,1.872,2,2,-,7440,7319,6819,6819,6870,6870,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,7350,2.924,1,1,-,7450,7319,7350,7350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,5670,1.714,3,3,-,7450,7319,5719,5719,5719,5819,5670,5670,NA,NA,NA,NA,NA,NA,NA
7450,8600,1.608,3,3,-,7450,7319,8509,8509,8509,8600,8600,NA,NA,NA,NA,NA,NA,NA,NA
7450,8331,1.451,3,3,-,7450,7319,8029,8029,8419,8331,8331,NA,NA,NA,NA,NA,NA,NA,NA
7450,5501,1.503,3,3,-,7450,7319,6629,6629,5519,5519,5501,5501,NA,NA,NA,NA,NA,NA,NA
7450,5300,1.451,2,2,-,7450,7319,6059,5300,5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8822,1.556,2,2,-,7450,7319,8719,8822,8822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,6460,1.503,2,2,-,7450,7319,6629,6629,6460,6460,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,7230,1.503,2,2,-,7450,7319,7229,7230,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,5591,1.451,3,3,-,7450,7319,6629,6629,5519,5519,5591,5591,NA,NA,NA,NA,NA,NA,NA
7450,5470,1.608,3,3,-,7450,7319,6059,6059,6059,5470,5470,NA,NA,NA,NA,NA,NA,NA,NA
7450,5860,1.451,3,3,-,7450,7319,5719,5719,5860,5860,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,9931,1.451,4,4,-,7450,7319,8459,8459,8459,9789,9789,9931,9931,NA,NA,NA,NA,NA,NA
7450,9730,1.662,4,4,-,7450,7319,8459,8459,8459,9729,9730,9730,NA,NA,NA,NA,NA,NA,NA
7450,7241,1.556,2,2,-,7450,7319,7229,7241,7241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,4351,1.451,3,3,-,7450,7319,4629,4629,4629,4351,4351,NA,NA,NA,NA,NA,NA,NA,NA
7450,1570,1.609,3,3,-,7450,7319,1569,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,2600,1.504,3,3,-,7450,7319,1569,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,5990,1.503,3,3,-,7450,7319,8029,8029,5919,5990,5990,NA,NA,NA,NA,NA,NA,NA,NA
7450,7380,1.871,1,1,-,7450,7319,7380,7380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,9490,1.662,5,5,-,7450,7319,9489,9489,9490,9490,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,6540,1.451,2,2,-,7450,7319,6629,6540,6540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,5590,1.661,3,3,-,7450,7319,6059,5590,5590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,7800,2.03,2,2,-,7450,7319,7829,7800,7800,7800,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,7760,1.451,2,2,-,7450,7319,7709,7709,7709,7760,7760,NA,NA,NA,NA,NA,NA,NA,NA
7450,7620,1.766,2,2,-,7450,7319,7319,7620,7620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8523,1.504,3,3,-,7450,7319,8509,8509,8509,8523,8523,NA,NA,NA,NA,NA,NA,NA,NA
7450,4690,1.662,3,3,-,7450,7319,4629,4629,4629,4690,4690,NA,NA,NA,NA,NA,NA,NA,NA
7450,2814,1.451,3,3,-,7450,7319,2749,2749,2814,2814,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8821,1.451,2,2,-,7450,7319,8719,8821,8821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,7801,1.608,2,2,-,7450,7319,7829,7801,7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8321,1.451,3,3,-,7450,7319,8459,8459,8459,8321,8321,NA,NA,NA,NA,NA,NA,NA,NA
7450,1820,1.609,4,4,-,7450,7319,1569,1569,1569,1820,1820,NA,NA,NA,NA,NA,NA,NA,NA
7450,6780,1.609,2,2,-,7450,7319,6629,6780,6780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,5931,1.451,3,3,-,7450,7319,8029,8029,5919,5931,5931,NA,NA,NA,NA,NA,NA,NA,NA
7450,5440,1.714,3,3,-,7450,7319,6059,5440,5440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,9590,1.451,5,5,-,7450,7319,9489,9489,9590,9590,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8351,1.451,4,4,-,7450,7319,8459,8459,8459,9929,8351,8351,NA,NA,NA,NA,NA,NA,NA
7450,5050,1.503,2,2,-,7450,7319,6819,6819,5050,5050,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450,8451,1.451,3,3,-,7450,7319,8029,8029,8419,8451,8451,NA,NA,NA,NA,NA,NA,NA,NA
7460,2450,1.556,3,3,-,7460,7319,2409,2409,2450,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,5486,1.451,3,3,-,7460,7319,6059,5486,5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,1770,1.503,4,3,-,7460,7319,6309,6309,1569,1770,1770,NA,NA,NA,NA,NA,NA,NA,NA
7460,7270,2.398,2,2,-,7460,7319,7229,7270,7270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,7401,5.134,1,1,-,7460,7319,7401,7401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,8980,1.609,4,3,-,7460,7319,8029,8029,8419,8980,8980,NA,NA,NA,NA,NA,NA,NA,NA
7460,4930,1.503,3,3,-,7460,7319,4369,4369,4930,4930,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,9310,1.451,4,4,-,7460,7319,9029,9029,9310,9310,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,4850,2.24,3,3,-,7460,7319,4369,4369,4850,4850,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,4675,1.609,3,3,-,7460,7319,4629,4629,4629,4675,4675,NA,NA,NA,NA,NA,NA,NA,NA
7460,8332,1.503,3,3,-,7460,7319,8459,8459,8459,8332,8332,NA,NA,NA,NA,NA,NA,NA,NA
7460,6193,1.766,2,2,-,7460,7319,6309,6193,6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,4460,1.451,3,3,-,7460,7319,4369,4369,4460,4460,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,2911,1.503,3,3,-,7460,7319,2749,2749,2911,2911,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,5490,1.924,2,2,-,7460,7319,6059,5490,5490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,4650,1.661,3,3,-,7460,7319,4629,4629,4629,4650,4650,NA,NA,NA,NA,NA,NA,NA,NA
7460,6930,1.451,2,2,-,7460,7319,6819,6930,6930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,4860,1.714,3,3,-,7460,7319,4369,4369,4860,4860,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,9320,1.451,4,4,-,7460,7319,9029,9029,9320,9320,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,9350,1.503,4,4,-,7460,7319,9029,9029,9350,9350,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,6890,1.451,2,2,-,7460,7319,6819,6819,6890,6890,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,8331,1.451,3,3,-,7460,7319,8029,8029,8419,8331,8331,NA,NA,NA,NA,NA,NA,NA,NA
7460,2970,1.556,3,3,-,7460,7319,2749,2749,2970,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,6051,1.714,2,2,-,7460,7319,6059,6051,6051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,7250,1.451,2,2,-,7460,7319,7229,7250,7250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7460,7760,1.714,2,2,-,7460,7319,7709,7709,7709,7760,7760,NA,NA,NA,NA,NA,NA,NA,NA
